epoch,train_loss,validation_dice,validation_iou,encoder_lr,decoder_lr,elapsed_seconds,is_best
1,1.3128902765742518,0.2398108605827604,0.13648562452622823,4e-05,0.0004,28.41144061088562,True
2,1.152987476255073,0.3276131621428898,0.19637123814650945,4e-05,0.0004,50.04377317428589,True
3,0.8381408755896521,0.43084434952054707,0.2754512940134321,4e-05,0.0004,71.5551106929779,True
4,0.6052803133354813,0.5030413610594613,0.33651022825922283,4e-05,0.0004,93.72612643241882,True
5,0.5505962078688574,0.6556392993245806,0.48895757113184246,4e-05,0.0004,115.36918020248413,True
6,0.5150887335910171,0.7399315748895917,0.588135974747794,4e-05,0.0004,137.83644700050354,True
7,0.5034356591154318,0.7826679944992065,0.6434567485536847,4e-05,0.0004,159.97651624679565,True
8,0.483366424920129,0.8041809116091047,0.6728828719684056,4e-05,0.0004,200.4935073852539,True
9,0.4654570749548615,0.8162200195448739,0.6898314527102879,4e-05,0.0004,222.2714023590088,True
10,0.44184909736523864,0.8242629851613726,0.7013505186353411,4e-05,0.0004,244.51255130767822,True
11,0.415514773521267,0.8303206392696926,0.710152098110744,4e-05,0.0004,268.30819058418274,True
12,0.3985836564517412,0.8354626808847699,0.7176993489265442,4e-05,0.0004,291.4496088027954,True
13,0.3831142363001089,0.839624183518546,0.7238742709159851,4e-05,0.0004,315.947890996933,True
14,0.383197087733472,0.8436841113226754,0.7299392393657139,4e-05,0.0004,339.2368097305298,True
15,0.39966204078471074,0.8469476529530117,0.7348303283963885,4e-05,0.0004,363.3982403278351,True
16,0.379002221295091,0.8494006906236921,0.7385376266070774,4e-05,0.0004,386.86602759361267,True
17,0.372326416070344,0.8521807789802551,0.742715869631086,4e-05,0.0004,410.33675503730774,True
18,0.3730715364217758,0.854758484022958,0.7466231499399457,4e-05,0.0004,434.599182844162,True
19,0.3563460180016815,0.8567401085581098,0.7496329375675747,4e-05,0.0004,458.558064699173,True
20,0.35032572414054247,0.8593965939113072,0.7537065999848502,4e-05,0.0004,482.553585767746,True
21,0.3444975057586295,0.8603847282273429,0.7552171945571899,4e-05,0.0004,507.36661767959595,True
22,0.33595096820690595,0.8612762689590454,0.7566421202250889,4e-05,0.0004,529.0834991931915,True
23,0.3315461553999635,0.8633762512888227,0.7599048784800938,4e-05,0.0004,551.6829688549042,True
24,0.3227239153424247,0.8656951103891645,0.7634948662349156,4e-05,0.0004,574.738046169281,True
25,0.32454974240944034,0.8680901527404785,0.7672016961233956,4e-05,0.0004,597.985532283783,True
26,0.3206912115460537,0.8699157323156085,0.7700380512646267,4e-05,0.0004,621.3154385089874,True
27,0.32927254282060214,0.8710553475788662,0.7718392780848912,4e-05,0.0004,645.1559653282166,True
28,0.3153905631577382,0.8724345394543239,0.7740002870559692,4e-05,0.0004,668.2240500450134,True
29,0.30346273252221406,0.872653101171766,0.7743440014975411,4e-05,0.0004,691.1983051300049,True
30,0.312205647835966,0.8736660650798252,0.7759360330445426,4e-05,0.0004,714.1334898471832,True
31,0.30358623334618867,0.8753354379108974,0.778518830026899,4e-05,0.0004,737.1065404415131,True
32,0.30097744088681017,0.8767591970307487,0.7807277015277317,4e-05,0.0004,760.3264162540436,True
33,0.29965175395129157,0.8764805197715759,0.780305027961731,4e-05,0.0004,783.6937773227692,False
34,0.29254838335709493,0.8759858182498387,0.7795323984963554,4e-05,0.0004,806.2316389083862,False
35,0.29215579931853247,0.8772671563284737,0.7815643208367484,4e-05,0.0004,828.7706553936005,True
36,0.29344608451499316,0.8779050963265556,0.7826585258756366,4e-05,0.0004,851.9912641048431,True
37,0.29061534976372955,0.8787298117365155,0.7839792881693158,4e-05,0.0004,874.7932553291321,True
38,0.2820422131507123,0.879896913255964,0.7858323625155857,4e-05,0.0004,897.9485368728638,True
39,0.2824998021614356,0.8816338436944144,0.7886342746870858,4e-05,0.0004,920.9250512123108,True
40,0.2760970905178883,0.8829507146562848,0.7907076052256993,4e-05,0.0004,944.0659823417664,True
41,0.27134630255034714,0.8825429337365287,0.7900777970041547,4e-05,0.0004,967.1714692115784,False
42,0.277336982674286,0.8827266437666756,0.7904020377567836,4e-05,0.0004,989.6126923561096,False
43,0.26784735551623046,0.8826871258871896,0.7904254198074341,4e-05,0.0004,1012.1664724349976,False
44,0.27388604034165864,0.8837390627179827,0.792122381074088,4e-05,0.0004,1034.7255408763885,True
45,0.2683564585740449,0.8839090211050851,0.7923614723341805,4e-05,0.0004,1057.6309547424316,True
46,0.26430760739279574,0.8854641658919198,0.7948773333004543,4e-05,0.0004,1080.687047958374,True
47,0.27337152400954823,0.8855235746928624,0.7950847574642727,4e-05,0.0004,1103.9885020256042,True
48,0.26022422606827783,0.885834446975163,0.7955582227025714,4e-05,0.0004,1127.2736449241638,True
49,0.26518395274388984,0.8860645890235901,0.7959398031234741,4e-05,0.0004,1150.524543762207,True
50,0.2576841071980899,0.8869151813643319,0.7973084449768066,4e-05,0.0004,1173.4944479465485,True
51,0.26060785597465075,0.8878071648733956,0.798748220716204,4e-05,0.0004,1196.3512735366821,True
52,0.26012830729367303,0.889936591897692,0.802189018045153,4e-05,0.0004,1219.6826968193054,True
53,0.250462996177986,0.89076486655644,0.8035425203187125,4e-05,0.0004,1241.7189803123474,True
54,0.25635312253334486,0.8919667857033866,0.8053935851369586,4e-05,0.0004,1263.5789940357208,True
55,0.25171777264016576,0.8925387944493975,0.8062326567513602,4e-05,0.0004,1284.9111878871918,True
56,0.25692383798419455,0.8932552848543439,0.8074006693703788,4e-05,0.0004,1305.9743061065674,True
57,0.2533051654940746,0.8935190694672721,0.8078287839889526,4e-05,0.0004,1326.9600825309753,True
58,0.24468815497687604,0.8937849232128688,0.8083208629063198,4e-05,0.0004,1347.8305084705353,True
59,0.2575705877093018,0.894510098866054,0.8094503709248134,4e-05,0.0004,1368.570736169815,True
60,0.24126872737876703,0.8955851112093244,0.8111778923443386,4e-05,0.0004,1389.616938829422,True
61,0.2396590433648375,0.8959043536867414,0.8117096509252276,4e-05,0.0004,1410.5693657398224,True
62,0.24009256773307674,0.8960530161857605,0.8119391969272068,4e-05,0.0004,1431.349441766739,True
63,0.24148191169637148,0.8967123457363674,0.8130360416003636,4e-05,0.0004,1452.1588180065155,True
64,0.24460497400799736,0.8963296754019601,0.8124340006283352,4e-05,0.0004,1473.403513431549,False
